date,country,no_of_cases
2022-08-01,Gabon,20306.011
2022-08-02,Gabon,20306.011
2022-08-03,Gabon,20306.011
2022-08-04,Gabon,20306.011
2022-08-05,Gabon,20306.011
2022-08-06,Gabon,20306.011
2022-08-07,Gabon,20339.917
2022-08-08,Gabon,20339.917
2022-08-09,Gabon,20339.917
2022-08-10,Gabon,20339.917
2022-08-11,Gabon,20339.917
2022-08-12,Gabon,20339.917
2022-08-13,Gabon,20339.917
2022-08-14,Gabon,20357.916
2022-08-15,Gabon,20357.916
2022-08-16,Gabon,20357.916
2022-08-17,Gabon,20357.916
2022-08-18,Gabon,20357.916
2022-08-19,Gabon,20357.916
2022-08-20,Gabon,20357.916
2022-08-21,Gabon,20357.916
2022-08-22,Gabon,20357.916
2022-08-23,Gabon,20357.916
2022-08-24,Gabon,20357.916
2022-08-25,Gabon,20357.916
2022-08-26,Gabon,20357.916
2022-08-27,Gabon,20357.916
2022-08-28,Gabon,20363.776
2022-08-29,Gabon,20363.776
2022-08-30,Gabon,20363.776
2022-08-31,Gabon,20363.776
2022-09-01,Gabon,20363.776
2022-09-02,Gabon,20363.776
2022-09-03,Gabon,20363.776
2022-09-04,Gabon,20366.288
2022-09-05,Gabon,20366.288
2022-09-06,Gabon,20366.288
2022-09-07,Gabon,20366.288
2022-09-08,Gabon,20366.288
2022-09-09,Gabon,20366.288
2022-09-10,Gabon,20366.288
2022-09-11,Gabon,20371.729
2022-09-12,Gabon,20371.729
2022-09-13,Gabon,20371.729
2022-09-14,Gabon,20371.729
2022-09-15,Gabon,20371.729
2022-09-16,Gabon,20371.729
2022-09-17,Gabon,20371.729
2022-09-18,Gabon,20377.589
2022-09-19,Gabon,20377.589
2022-09-20,Gabon,20377.589
2022-09-21,Gabon,20377.589
2022-09-22,Gabon,20377.589
2022-09-23,Gabon,20377.589
2022-09-24,Gabon,20377.589
2022-09-25,Gabon,20381.357
2022-09-26,Gabon,20381.357
2022-09-27,Gabon,20381.357
2022-09-28,Gabon,20381.357
2022-09-29,Gabon,20381.357
2022-09-30,Gabon,20381.357
2022-10-01,Gabon,20381.357
2022-10-02,Gabon,20390.566
2022-10-03,Gabon,20390.566
2022-10-04,Gabon,20390.566
2022-10-05,Gabon,20390.566
2022-10-06,Gabon,20390.566
2022-10-07,Gabon,20390.566
2022-10-08,Gabon,20390.566
2022-10-09,Gabon,20415.262
2022-10-10,Gabon,20415.262
2022-10-11,Gabon,20415.262
2022-10-12,Gabon,20415.262
2022-10-13,Gabon,20415.262
2022-10-14,Gabon,20415.262
2022-10-15,Gabon,20415.262
2022-10-16,Gabon,20431.168
2022-10-17,Gabon,20431.168
2022-10-18,Gabon,20431.168
2022-10-19,Gabon,20431.168
2022-10-20,Gabon,20431.168
2022-10-21,Gabon,20431.168
2022-10-22,Gabon,20431.168
2022-10-23,Gabon,20474.701
2022-10-24,Gabon,20474.701
2022-10-25,Gabon,20474.701
2022-10-26,Gabon,20474.701
2022-10-27,Gabon,20474.701
2022-10-28,Gabon,20474.701
2022-10-29,Gabon,20474.701
2022-10-30,Gabon,20487.677
2022-10-31,Gabon,20487.677
2022-11-01,Gabon,20487.677
2022-11-02,Gabon,20487.677
2022-11-03,Gabon,20487.677
2022-11-04,Gabon,20487.677
2022-11-05,Gabon,20487.677
2022-11-06,Gabon,20493.538
2022-11-07,Gabon,20493.538
2022-11-08,Gabon,20493.538
2022-11-09,Gabon,20493.538
2022-11-10,Gabon,20493.538
2022-11-11,Gabon,20493.538
2022-11-12,Gabon,20493.538
2022-11-13,Gabon,20493.538
2022-11-14,Gabon,20493.538
2022-11-15,Gabon,20493.538
2022-11-16,Gabon,20493.538
2022-11-17,Gabon,20493.538
2022-11-18,Gabon,20493.538
2022-11-19,Gabon,20493.538
2022-11-20,Gabon,20498.979
2022-11-21,Gabon,20498.979
2022-11-22,Gabon,20498.979
2022-11-23,Gabon,20498.979
2022-11-24,Gabon,20498.979
2022-11-25,Gabon,20498.979
2022-11-26,Gabon,20498.979
2022-11-27,Gabon,20499.398
2022-11-28,Gabon,20499.398
2022-11-29,Gabon,20499.398
2022-11-30,Gabon,20499.398
2022-12-01,Gabon,20499.398
2022-12-02,Gabon,20499.398
2022-12-03,Gabon,20499.398
2022-12-04,Gabon,20499.398
2022-12-05,Gabon,20499.398
2022-12-06,Gabon,20499.398
2022-12-07,Gabon,20499.398
2022-12-08,Gabon,20499.398
2022-12-09,Gabon,20499.398
2022-12-10,Gabon,20499.398
2022-12-11,Gabon,20499.398
2022-12-12,Gabon,20499.398
2022-12-13,Gabon,20499.398
2022-12-14,Gabon,20499.398
2022-12-15,Gabon,20499.398
2022-12-16,Gabon,20499.398
2022-12-17,Gabon,20499.398
2022-12-18,Gabon,20500.654
2022-12-19,Gabon,20500.654
2022-12-20,Gabon,20500.654
2022-12-21,Gabon,20500.654
2022-12-22,Gabon,20500.654
2022-12-23,Gabon,20500.654
2022-12-24,Gabon,20500.654
2022-12-25,Gabon,20501.909
2022-12-26,Gabon,20501.909
2022-12-27,Gabon,20501.909
2022-12-28,Gabon,20501.909
2022-12-29,Gabon,20501.909
2022-12-30,Gabon,20501.909
2022-12-31,Gabon,20501.909
2023-01-01,Gabon,20502.328
2023-01-02,Gabon,20502.328
2023-01-03,Gabon,20502.328
2023-01-04,Gabon,20502.328
2023-01-05,Gabon,20502.328
2023-01-06,Gabon,20502.328
2023-01-07,Gabon,20502.328
2023-01-08,Gabon,20502.328
2023-01-09,Gabon,20502.328
2023-01-10,Gabon,20502.328
2023-01-11,Gabon,20502.328
2023-01-12,Gabon,20502.328
2023-01-13,Gabon,20502.328
2023-01-14,Gabon,20502.328
2023-01-15,Gabon,20502.328
2023-01-16,Gabon,20502.328
2023-01-17,Gabon,20502.328
2023-01-18,Gabon,20502.328
2023-01-19,Gabon,20502.328
2023-01-20,Gabon,20502.328
2023-01-21,Gabon,20502.328
2023-01-22,Gabon,20502.747
2023-01-23,Gabon,20502.747
2023-01-24,Gabon,20502.747
2023-01-25,Gabon,20502.747
2023-01-26,Gabon,20502.747
2023-01-27,Gabon,20502.747
2023-01-28,Gabon,20502.747
2023-01-29,Gabon,20502.747
2023-01-30,Gabon,20502.747
2023-01-31,Gabon,20502.747
2023-02-01,Gabon,20502.747
2023-02-02,Gabon,20502.747
2023-02-03,Gabon,20502.747
2023-02-04,Gabon,20502.747
2023-02-05,Gabon,20502.747
2023-02-06,Gabon,20502.747
2023-02-07,Gabon,20502.747
2023-02-08,Gabon,20502.747
2023-02-09,Gabon,20502.747
2023-02-10,Gabon,20502.747
2023-02-11,Gabon,20502.747
2023-02-12,Gabon,20502.747
2023-02-13,Gabon,20502.747
2023-02-14,Gabon,20502.747
2023-02-15,Gabon,20502.747
2023-02-16,Gabon,20502.747
2023-02-17,Gabon,20502.747
2023-02-18,Gabon,20502.747
2023-02-19,Gabon,20502.747
2023-02-20,Gabon,20502.747
2023-02-21,Gabon,20502.747
2023-02-22,Gabon,20502.747
2023-02-23,Gabon,20502.747
2023-02-24,Gabon,20502.747
2023-02-25,Gabon,20502.747
2023-02-26,Gabon,20502.747
2023-02-27,Gabon,20502.747
2023-02-28,Gabon,20502.747
2023-03-01,Gabon,20502.747
2023-03-02,Gabon,20502.747
2023-03-03,Gabon,20502.747
2023-03-04,Gabon,20502.747
2023-03-05,Gabon,20502.747
2023-03-06,Gabon,20502.747
2023-03-07,Gabon,20502.747
2023-03-08,Gabon,20502.747
2023-03-09,Gabon,20502.747
2023-03-10,Gabon,20502.747
2023-03-11,Gabon,20502.747
2023-03-12,Gabon,20502.747
2023-03-13,Gabon,20502.747
2023-03-14,Gabon,20502.747
2023-03-15,Gabon,20502.747
2023-03-16,Gabon,20502.747
2023-03-17,Gabon,20502.747
2023-03-18,Gabon,20502.747
2023-03-19,Gabon,20502.747
2023-03-20,Gabon,20502.747
2023-03-21,Gabon,20502.747
2023-03-22,Gabon,20502.747
2023-03-23,Gabon,20502.747
2023-03-24,Gabon,20502.747
2023-03-25,Gabon,20502.747
2023-03-26,Gabon,20502.747
2023-03-27,Gabon,20502.747
2023-03-28,Gabon,20502.747
2023-03-29,Gabon,20502.747
2023-03-30,Gabon,20502.747
2023-03-31,Gabon,20502.747
2023-04-01,Gabon,20502.747
2023-04-02,Gabon,20502.747
2023-04-03,Gabon,20502.747
2023-04-04,Gabon,20502.747
2023-04-05,Gabon,20502.747
2023-04-06,Gabon,20502.747
2023-04-07,Gabon,20502.747
2023-04-08,Gabon,20502.747
2023-04-09,Gabon,20507.351
2023-04-10,Gabon,20507.351
2023-04-11,Gabon,20507.351
2023-04-12,Gabon,20507.351
2023-04-13,Gabon,20507.351
2023-04-14,Gabon,20507.351
2023-04-15,Gabon,20507.351
2023-04-16,Gabon,20507.351
2023-04-17,Gabon,20507.351
2023-04-18,Gabon,20507.351
2023-04-19,Gabon,20507.351
2023-04-20,Gabon,20507.351
2023-04-21,Gabon,20507.351
2023-04-22,Gabon,20507.351
2023-04-23,Gabon,20507.351
2023-04-24,Gabon,20507.351
2023-04-25,Gabon,20507.351
2023-04-26,Gabon,20507.351
2023-04-27,Gabon,20507.351
2023-04-28,Gabon,20507.351
2023-04-29,Gabon,20507.351
2023-04-30,Gabon,20507.351
2023-05-01,Gabon,20507.351
2023-05-02,Gabon,20507.351
2023-05-03,Gabon,20507.351
2023-05-04,Gabon,20507.351
2023-05-05,Gabon,20507.351
2023-05-06,Gabon,20507.351
2023-05-07,Gabon,20507.351
2023-05-08,Gabon,20507.351
2023-05-09,Gabon,20507.351
2023-05-10,Gabon,20507.351
2023-05-11,Gabon,20507.351
2023-05-12,Gabon,20507.351
2023-05-13,Gabon,20507.351
2023-05-14,Gabon,20507.351
2023-05-15,Gabon,20507.351
2023-05-16,Gabon,20507.351
2023-05-17,Gabon,20507.351
2023-05-18,Gabon,20507.351
2023-05-19,Gabon,20507.351
2023-05-20,Gabon,20507.351
2023-05-21,Gabon,20507.351
2023-05-22,Gabon,20507.351
2023-05-23,Gabon,20507.351
2023-05-24,Gabon,20507.351
2023-05-25,Gabon,20507.351
2023-05-26,Gabon,20507.351
2023-05-27,Gabon,20507.351
2023-05-28,Gabon,20507.351
2023-05-29,Gabon,20507.351
2023-05-30,Gabon,20507.351
2023-05-31,Gabon,20507.351
2023-06-01,Gabon,20507.351
2023-06-02,Gabon,20507.351
2023-06-03,Gabon,20507.351
2023-06-04,Gabon,20507.351
2023-06-05,Gabon,20507.351
2023-06-06,Gabon,20507.351
2023-06-07,Gabon,20507.351
2023-06-08,Gabon,20507.351
2023-06-09,Gabon,20507.351
2023-06-10,Gabon,20507.351
2023-06-11,Gabon,20507.351
2023-06-12,Gabon,20507.351
2023-06-13,Gabon,20507.351
2023-06-14,Gabon,20507.351
2023-06-15,Gabon,20507.351
2023-06-16,Gabon,20507.351
2023-06-17,Gabon,20507.351
2023-06-18,Gabon,20507.351
2023-06-19,Gabon,20507.351
2023-06-20,Gabon,20507.351
2023-06-21,Gabon,20507.351
2023-06-22,Gabon,20507.351
2023-06-23,Gabon,20507.351
2023-06-24,Gabon,20507.351
2023-06-25,Gabon,20507.351
2023-06-26,Gabon,20507.351
2023-06-27,Gabon,20507.351
2023-06-28,Gabon,20507.351
2023-06-29,Gabon,20507.351
2023-06-30,Gabon,20507.351
2023-07-01,Gabon,20507.351
2023-07-02,Gabon,20507.351
2023-07-03,Gabon,20507.351
2023-07-04,Gabon,20507.351
2023-07-05,Gabon,20507.351
2023-07-06,Gabon,20507.351
2023-07-07,Gabon,20507.351
2023-07-08,Gabon,20507.351
2023-07-09,Gabon,20507.351
2023-07-10,Gabon,20507.351
2023-07-11,Gabon,20507.351
2023-07-12,Gabon,20507.351
2023-07-13,Gabon,20507.351
2023-07-14,Gabon,20507.351
2023-07-15,Gabon,20507.351
2023-07-16,Gabon,20507.351
2023-07-17,Gabon,20507.351
2023-07-18,Gabon,20507.351
2023-07-19,Gabon,20507.351
2023-07-20,Gabon,20507.351
2023-07-21,Gabon,20507.351
2023-07-22,Gabon,20507.351
2023-07-23,Gabon,20507.351
2023-07-24,Gabon,20507.351
2023-07-25,Gabon,20507.351
2023-07-26,Gabon,20507.351
2023-07-27,Gabon,20507.351
2023-07-28,Gabon,20507.351
2023-07-29,Gabon,20507.351
2023-07-30,Gabon,20507.351
2023-07-31,Gabon,20507.351
2023-08-01,Gabon,20507.351
2023-08-02,Gabon,20507.351
2023-08-03,Gabon,20507.351
2023-08-04,Gabon,20507.351
2023-08-05,Gabon,20507.351
2023-08-06,Gabon,20507.351
2023-08-07,Gabon,20507.351
2023-08-08,Gabon,20507.351
2023-08-09,Gabon,20507.351
2023-08-10,Gabon,20507.351
2023-08-11,Gabon,20507.351
2023-08-12,Gabon,20507.351
2023-08-13,Gabon,20507.351
2023-08-14,Gabon,20507.351
2023-08-15,Gabon,20507.351
2023-08-16,Gabon,20507.351
2023-08-17,Gabon,20507.351
2023-08-18,Gabon,20507.351
2023-08-19,Gabon,20507.351
2023-08-20,Gabon,20507.351
2023-08-21,Gabon,20507.351
2023-08-22,Gabon,20507.351
2023-08-23,Gabon,20507.351
2023-08-24,Gabon,20507.351
2023-08-25,Gabon,20507.351
2023-08-26,Gabon,20507.351
2023-08-27,Gabon,20507.351
2023-08-28,Gabon,20507.351
2023-08-29,Gabon,20507.351
2023-08-30,Gabon,20507.351
2023-08-31,Gabon,20507.351
2023-09-01,Gabon,20507.351
2023-09-02,Gabon,20507.351
2023-09-03,Gabon,20507.351
2023-09-04,Gabon,20507.351
2023-09-05,Gabon,20507.351
2023-09-06,Gabon,20507.351
2023-09-07,Gabon,20507.351
2023-09-08,Gabon,20507.351
2023-09-09,Gabon,20507.351
2023-09-10,Gabon,20507.351
2023-09-11,Gabon,20507.351
2023-09-12,Gabon,20507.351
2023-09-13,Gabon,20507.351
2023-09-14,Gabon,20507.351
2023-09-15,Gabon,20507.351
2023-09-16,Gabon,20507.351
2023-09-17,Gabon,20507.351
2023-09-18,Gabon,20507.351
2023-09-19,Gabon,20507.351
2023-09-20,Gabon,20507.351
2023-09-21,Gabon,20507.351
2023-09-22,Gabon,20507.351
2023-09-23,Gabon,20507.351
2023-09-24,Gabon,20507.351
2023-09-25,Gabon,20507.351
2023-09-26,Gabon,20507.351
2023-09-27,Gabon,20507.351
2023-09-28,Gabon,20507.351
2023-09-29,Gabon,20507.351
2023-09-30,Gabon,20507.351
2023-10-01,Gabon,20507.351
2023-10-02,Gabon,20507.351
2023-10-03,Gabon,20507.351
2023-10-04,Gabon,20507.351
2023-10-05,Gabon,20507.351
2023-10-06,Gabon,20507.351
2023-10-07,Gabon,20507.351
2023-10-08,Gabon,20507.77
2023-10-09,Gabon,20507.77
2023-10-10,Gabon,20507.77
2023-10-11,Gabon,20507.77
2023-10-12,Gabon,20507.77
2023-10-13,Gabon,20507.77
2023-10-14,Gabon,20507.77
2023-10-15,Gabon,20508.607
2023-10-16,Gabon,20508.607
2023-10-17,Gabon,20508.607
2023-10-18,Gabon,20508.607
2023-10-19,Gabon,20508.607
2023-10-20,Gabon,20508.607
2023-10-21,Gabon,20508.607
2023-10-22,Gabon,20508.607
2023-10-23,Gabon,20508.607
2023-10-24,Gabon,20508.607
2023-10-25,Gabon,20508.607
2023-10-26,Gabon,20508.607
2023-10-27,Gabon,20508.607
2023-10-28,Gabon,20508.607
2023-10-29,Gabon,20508.607
2023-10-30,Gabon,20508.607
2023-10-31,Gabon,20508.607
2023-11-01,Gabon,20508.607
2023-11-02,Gabon,20508.607
2023-11-03,Gabon,20508.607
2023-11-04,Gabon,20508.607
2023-11-05,Gabon,20513.63
2023-11-06,Gabon,20513.63
2023-11-07,Gabon,20513.63
2023-11-08,Gabon,20513.63
2023-11-09,Gabon,20513.63
2023-11-10,Gabon,20513.63
2023-11-11,Gabon,20513.63
2023-11-12,Gabon,20517.816
2023-11-13,Gabon,20517.816
2023-11-14,Gabon,20517.816
2023-11-15,Gabon,20517.816
2023-11-16,Gabon,20517.816
2023-11-17,Gabon,20517.816
2023-11-18,Gabon,20517.816
2023-11-19,Gabon,20531.21
2023-11-20,Gabon,20531.21
2023-11-21,Gabon,20531.21
2023-11-22,Gabon,20531.21
2023-11-23,Gabon,20531.21
2023-11-24,Gabon,20531.21
2023-11-25,Gabon,20531.21
2023-11-26,Gabon,20531.21
2023-11-27,Gabon,20531.21
2023-11-28,Gabon,20531.21
2023-11-29,Gabon,20531.21
2023-11-30,Gabon,20531.21
2023-12-01,Gabon,20531.21
2023-12-02,Gabon,20531.21
2023-12-03,Gabon,20531.21
2023-12-04,Gabon,20531.21
2023-12-05,Gabon,20531.21
2023-12-06,Gabon,20531.21
2023-12-07,Gabon,20531.21
2023-12-08,Gabon,20531.21
2023-12-09,Gabon,20531.21
2023-12-10,Gabon,20532.048
2023-12-11,Gabon,20532.048
2023-12-12,Gabon,20532.048
2023-12-13,Gabon,20532.048
2023-12-14,Gabon,20532.048
2023-12-15,Gabon,20532.048
2023-12-16,Gabon,20532.048
2023-12-17,Gabon,20532.048
2023-12-18,Gabon,20532.048
2023-12-19,Gabon,20532.048
2023-12-20,Gabon,20532.048
2023-12-21,Gabon,20532.048
2023-12-22,Gabon,20532.048
2023-12-23,Gabon,20532.048
2023-12-24,Gabon,20532.048
2023-12-25,Gabon,20532.048
2023-12-26,Gabon,20532.048
2023-12-27,Gabon,20532.048
2023-12-28,Gabon,20532.048
2023-12-29,Gabon,20532.048
2021-01-01,Gambia,1401.333
2021-01-02,Gambia,1401.333
2021-01-03,Gambia,1405.028
2021-01-04,Gambia,1405.028
2021-01-05,Gambia,1405.028
2021-01-06,Gambia,1405.028
2021-01-07,Gambia,1405.028
2021-01-08,Gambia,1405.028
2021-01-09,Gambia,1405.028
2021-01-10,Gambia,1425.354
2021-01-11,Gambia,1425.354
2021-01-12,Gambia,1425.354
2021-01-13,Gambia,1425.354
2021-01-14,Gambia,1425.354
2021-01-15,Gambia,1425.354
2021-01-16,Gambia,1425.354
2021-01-17,Gambia,1444.94
2021-01-18,Gambia,1444.94
2021-01-19,Gambia,1444.94
2021-01-20,Gambia,1444.94
2021-01-21,Gambia,1444.94
2021-01-22,Gambia,1444.94
2021-01-23,Gambia,1444.94
2021-01-24,Gambia,1467.852
2021-01-25,Gambia,1467.852
2021-01-26,Gambia,1467.852
2021-01-27,Gambia,1467.852
2021-01-28,Gambia,1467.852
2021-01-29,Gambia,1467.852
2021-01-30,Gambia,1467.852
2021-01-31,Gambia,1511.459
2021-02-01,Gambia,1511.459
2021-02-02,Gambia,1511.459
2021-02-03,Gambia,1511.459
2021-02-04,Gambia,1511.459
2021-02-05,Gambia,1511.459
2021-02-06,Gambia,1511.459
2021-02-07,Gambia,1565.783
2021-02-08,Gambia,1565.783
2021-02-09,Gambia,1565.783
2021-02-10,Gambia,1565.783
2021-02-11,Gambia,1565.783
2021-02-12,Gambia,1565.783
2021-02-13,Gambia,1565.783
2021-02-14,Gambia,1631.193
2021-02-15,Gambia,1631.193
2021-02-16,Gambia,1631.193
2021-02-17,Gambia,1631.193
2021-02-18,Gambia,1631.193
2021-02-19,Gambia,1631.193
2021-02-20,Gambia,1631.193
2021-02-21,Gambia,1682.93
2021-02-22,Gambia,1682.93
2021-02-23,Gambia,1682.93
2021-02-24,Gambia,1682.93
2021-02-25,Gambia,1682.93
2021-02-26,Gambia,1682.93
2021-02-27,Gambia,1682.93
2021-02-28,Gambia,1741.319
2021-03-01,Gambia,1741.319
2021-03-02,Gambia,1741.319
2021-03-03,Gambia,1741.319
2021-03-04,Gambia,1741.319
2021-03-05,Gambia,1741.319
2021-03-06,Gambia,1741.319
2021-03-07,Gambia,1770.883
2021-03-08,Gambia,1770.883
2021-03-09,Gambia,1770.883
2021-03-10,Gambia,1770.883
2021-03-11,Gambia,1770.883
2021-03-12,Gambia,1770.883
2021-03-13,Gambia,1770.883
2021-03-14,Gambia,1854.771
2021-03-15,Gambia,1854.771
2021-03-16,Gambia,1854.771
2021-03-17,Gambia,1854.771
2021-03-18,Gambia,1854.771
2021-03-19,Gambia,1854.771
2021-03-20,Gambia,1854.771
2021-03-21,Gambia,1941.984
2021-03-22,Gambia,1941.984
2021-03-23,Gambia,1941.984
2021-03-24,Gambia,1941.984
2021-03-25,Gambia,1941.984
2021-03-26,Gambia,1941.984
2021-03-27,Gambia,1941.984
2021-03-28,Gambia,2002.96
2021-03-29,Gambia,2002.96
2021-03-30,Gambia,2002.96
2021-03-31,Gambia,2002.96
2021-04-01,Gambia,2002.96
2021-04-02,Gambia,2002.96
2021-04-03,Gambia,2002.96
2021-04-04,Gambia,2034.372
2021-04-05,Gambia,2034.372
2021-04-06,Gambia,2034.372
2021-04-07,Gambia,2034.372
2021-04-08,Gambia,2034.372
2021-04-09,Gambia,2034.372
2021-04-10,Gambia,2034.372
2021-04-11,Gambia,2070.218
2021-04-12,Gambia,2070.218
2021-04-13,Gambia,2070.218
2021-04-14,Gambia,2070.218
2021-04-15,Gambia,2070.218
2021-04-16,Gambia,2070.218
2021-04-17,Gambia,2070.218
2021-04-18,Gambia,2118.629
2021-04-19,Gambia,2118.629
2021-04-20,Gambia,2118.629
2021-04-21,Gambia,2118.629
2021-04-22,Gambia,2118.629
2021-04-23,Gambia,2118.629
2021-04-24,Gambia,2118.629
2021-04-25,Gambia,2164.453
2021-04-26,Gambia,2164.453
2021-04-27,Gambia,2164.453
2021-04-28,Gambia,2164.453
2021-04-29,Gambia,2164.453
2021-04-30,Gambia,2164.453
2021-05-01,Gambia,2164.453
2021-05-02,Gambia,2180.714
2021-05-03,Gambia,2180.714
2021-05-04,Gambia,2180.714
2021-05-05,Gambia,2180.714
2021-05-06,Gambia,2180.714
2021-05-07,Gambia,2180.714
2021-05-08,Gambia,2180.714
2021-05-09,Gambia,2191.061
2021-05-10,Gambia,2191.061
2021-05-11,Gambia,2191.061
2021-05-12,Gambia,2191.061
2021-05-13,Gambia,2191.061
2021-05-14,Gambia,2191.061
2021-05-15,Gambia,2191.061
2021-05-16,Gambia,2197.343
2021-05-17,Gambia,2197.343
2021-05-18,Gambia,2197.343
2021-05-19,Gambia,2197.343
2021-05-20,Gambia,2197.343
2021-05-21,Gambia,2197.343
2021-05-22,Gambia,2197.343
2021-05-23,Gambia,2209.169
2021-05-24,Gambia,2209.169
2021-05-25,Gambia,2209.169
2021-05-26,Gambia,2209.169
2021-05-27,Gambia,2209.169
2021-05-28,Gambia,2209.169
2021-05-29,Gambia,2209.169
2021-05-30,Gambia,2214.712
2021-05-31,Gambia,2214.712
2021-06-01,Gambia,2214.712
2021-06-02,Gambia,2214.712
2021-06-03,Gambia,2214.712
2021-06-04,Gambia,2214.712
2021-06-05,Gambia,2214.712
2021-06-06,Gambia,2218.038
2021-06-07,Gambia,2218.038
2021-06-08,Gambia,2218.038
2021-06-09,Gambia,2218.038
2021-06-10,Gambia,2218.038
2021-06-11,Gambia,2218.038
2021-06-12,Gambia,2218.038
2021-06-13,Gambia,2223.212
2021-06-14,Gambia,2223.212
2021-06-15,Gambia,2223.212
2021-06-16,Gambia,2223.212
2021-06-17,Gambia,2223.212
2021-06-18,Gambia,2223.212
2021-06-19,Gambia,2223.212
2021-06-20,Gambia,2233.929
2021-06-21,Gambia,2233.929
2021-06-22,Gambia,2233.929
2021-06-23,Gambia,2233.929
2021-06-24,Gambia,2233.929
2021-06-25,Gambia,2233.929
2021-06-26,Gambia,2233.929
2021-06-27,Gambia,2242.798
2021-06-28,Gambia,2242.798
2021-06-29,Gambia,2242.798
2021-06-30,Gambia,2242.798
2021-07-01,Gambia,2242.798
2021-07-02,Gambia,2242.798
2021-07-03,Gambia,2242.798
2021-07-04,Gambia,2260.167
2021-07-05,Gambia,2260.167
2021-07-06,Gambia,2260.167
2021-07-07,Gambia,2260.167
2021-07-08,Gambia,2260.167
2021-07-09,Gambia,2260.167
2021-07-10,Gambia,2260.167
2021-07-11,Gambia,2338.511
2021-07-12,Gambia,2338.511
2021-07-13,Gambia,2338.511
2021-07-14,Gambia,2338.511
2021-07-15,Gambia,2338.511
2021-07-16,Gambia,2338.511
2021-07-17,Gambia,2338.511
2021-07-18,Gambia,2557.285
2021-07-19,Gambia,2557.285
2021-07-20,Gambia,2557.285
2021-07-21,Gambia,2557.285
2021-07-22,Gambia,2557.285
2021-07-23,Gambia,2557.285
2021-07-24,Gambia,2557.285
2021-07-25,Gambia,2709.909
2021-07-26,Gambia,2709.909
2021-07-27,Gambia,2709.909
2021-07-28,Gambia,2709.909
2021-07-29,Gambia,2709.909
2021-07-30,Gambia,2709.909
2021-07-31,Gambia,2709.909
2021-08-01,Gambia,3065.785
2021-08-02,Gambia,3065.785
2021-08-03,Gambia,3065.785
2021-08-04,Gambia,3065.785
2021-08-05,Gambia,3065.785
2021-08-06,Gambia,3065.785
2021-08-07,Gambia,3065.785
2021-08-08,Gambia,3238.365
2021-08-09,Gambia,3238.365
2021-08-10,Gambia,3238.365
2021-08-11,Gambia,3238.365
2021-08-12,Gambia,3238.365
2021-08-13,Gambia,3238.365
2021-08-14,Gambia,3238.365
2021-08-15,Gambia,3398.011
2021-08-16,Gambia,3398.011
2021-08-17,Gambia,3398.011
2021-08-18,Gambia,3398.011
2021-08-19,Gambia,3398.011
2021-08-20,Gambia,3398.011
2021-08-21,Gambia,3398.011
2021-08-22,Gambia,3499.637
2021-08-23,Gambia,3499.637
2021-08-24,Gambia,3499.637
2021-08-25,Gambia,3499.637
2021-08-26,Gambia,3499.637
2021-08-27,Gambia,3499.637
2021-08-28,Gambia,3499.637
2021-08-29,Gambia,3583.894
2021-08-30,Gambia,3583.894
2021-08-31,Gambia,3583.894
2021-09-01,Gambia,3583.894
2021-09-02,Gambia,3583.894
2021-09-03,Gambia,3583.894
2021-09-04,Gambia,3583.894
2021-09-05,Gambia,3617.523
2021-09-06,Gambia,3617.523
2021-09-07,Gambia,3617.523
2021-09-08,Gambia,3617.523
2021-09-09,Gambia,3617.523
2021-09-10,Gambia,3617.523
2021-09-11,Gambia,3617.523
2021-09-12,Gambia,3639.327
2021-09-13,Gambia,3639.327
2021-09-14,Gambia,3639.327
2021-09-15,Gambia,3639.327
2021-09-16,Gambia,3639.327
2021-09-17,Gambia,3639.327
2021-09-18,Gambia,3639.327
2021-09-19,Gambia,3654.109
2021-09-20,Gambia,3654.109
2021-09-21,Gambia,3654.109
2021-09-22,Gambia,3654.109
2021-09-23,Gambia,3654.109
2021-09-24,Gambia,3654.109
2021-09-25,Gambia,3654.109
2021-09-26,Gambia,3669.63
2021-09-27,Gambia,3669.63
2021-09-28,Gambia,3669.63
2021-09-29,Gambia,3669.63
2021-09-30,Gambia,3669.63
2021-10-01,Gambia,3669.63
2021-10-02,Gambia,3669.63
2021-10-03,Gambia,3671.478
2021-10-04,Gambia,3671.478
2021-10-05,Gambia,3671.478
2021-10-06,Gambia,3671.478
2021-10-07,Gambia,3671.478
2021-10-08,Gambia,3671.478
2021-10-09,Gambia,3671.478
2021-10-10,Gambia,3674.434
2021-10-11,Gambia,3674.434
2021-10-12,Gambia,3674.434
2021-10-13,Gambia,3674.434
2021-10-14,Gambia,3674.434
2021-10-15,Gambia,3674.434
2021-10-16,Gambia,3674.434
2021-10-17,Gambia,3675.543
2021-10-18,Gambia,3675.543
2021-10-19,Gambia,3675.543
2021-10-20,Gambia,3675.543
2021-10-21,Gambia,3675.543
2021-10-22,Gambia,3675.543
2021-10-23,Gambia,3675.543
2021-10-24,Gambia,3681.455
2021-10-25,Gambia,3681.455
2021-10-26,Gambia,3681.455
2021-10-27,Gambia,3681.455
2021-10-28,Gambia,3681.455
2021-10-29,Gambia,3681.455
2021-10-30,Gambia,3681.455
2021-10-31,Gambia,3683.303
2021-11-01,Gambia,3683.303
2021-11-02,Gambia,3683.303
