date,country,no_of_cases
2021-01-01,Algeria,2179.287
2021-01-02,Algeria,2179.287
2021-01-03,Algeria,2230.552
2021-01-04,Algeria,2230.552
2021-01-05,Algeria,2230.552
2021-01-06,Algeria,2230.552
2021-01-07,Algeria,2230.552
2021-01-08,Algeria,2230.552
2021-01-09,Algeria,2230.552
2021-01-10,Algeria,2269.614
2021-01-11,Algeria,2269.614
2021-01-12,Algeria,2269.614
2021-01-13,Algeria,2269.614
2021-01-14,Algeria,2269.614
2021-01-15,Algeria,2269.614
2021-01-16,Algeria,2269.614
2021-01-17,Algeria,2307.429
2021-01-18,Algeria,2307.429
2021-01-19,Algeria,2307.429
2021-01-20,Algeria,2307.429
2021-01-21,Algeria,2307.429
2021-01-22,Algeria,2307.429
2021-01-23,Algeria,2307.429
2021-01-24,Algeria,2346.58
2021-01-25,Algeria,2346.58
2021-01-26,Algeria,2346.58
2021-01-27,Algeria,2346.58
2021-01-28,Algeria,2346.58
2021-01-29,Algeria,2346.58
2021-01-30,Algeria,2346.58
2021-01-31,Algeria,2385.619
2021-02-01,Algeria,2385.619
2021-02-02,Algeria,2385.619
2021-02-03,Algeria,2385.619
2021-02-04,Algeria,2385.619
2021-02-05,Algeria,2385.619
2021-02-06,Algeria,2385.619
2021-02-07,Algeria,2424.146
2021-02-08,Algeria,2424.146
2021-02-09,Algeria,2424.146
2021-02-10,Algeria,2424.146
2021-02-11,Algeria,2424.146
2021-02-12,Algeria,2424.146
2021-02-13,Algeria,2424.146
2021-02-14,Algeria,2461.137
2021-02-15,Algeria,2461.137
2021-02-16,Algeria,2461.137
2021-02-17,Algeria,2461.137
2021-02-18,Algeria,2461.137
2021-02-19,Algeria,2461.137
2021-02-20,Algeria,2461.137
2021-02-21,Algeria,2488.997
2021-02-22,Algeria,2488.997
2021-02-23,Algeria,2488.997
2021-02-24,Algeria,2488.997
2021-02-25,Algeria,2488.997
2021-02-26,Algeria,2488.997
2021-02-27,Algeria,2488.997
2021-02-28,Algeria,2515.632
2021-03-01,Algeria,2515.632
2021-03-02,Algeria,2515.632
2021-03-03,Algeria,2515.632
2021-03-04,Algeria,2515.632
2021-03-05,Algeria,2515.632
2021-03-06,Algeria,2515.632
2021-03-07,Algeria,2541.109
2021-03-08,Algeria,2541.109
2021-03-09,Algeria,2541.109
2021-03-10,Algeria,2541.109
2021-03-11,Algeria,2541.109
2021-03-12,Algeria,2541.109
2021-03-13,Algeria,2541.109
2021-03-14,Algeria,2564.248
2021-03-15,Algeria,2564.248
2021-03-16,Algeria,2564.248
2021-03-17,Algeria,2564.248
2021-03-18,Algeria,2564.248
2021-03-19,Algeria,2564.248
2021-03-20,Algeria,2564.248
2021-03-21,Algeria,2584.803
2021-03-22,Algeria,2584.803
2021-03-23,Algeria,2584.803
2021-03-24,Algeria,2584.803
2021-03-25,Algeria,2584.803
2021-03-26,Algeria,2584.803
2021-03-27,Algeria,2584.803
2021-03-28,Algeria,2600.036
2021-03-29,Algeria,2600.036
2021-03-30,Algeria,2600.036
2021-03-31,Algeria,2600.036
2021-04-01,Algeria,2600.036
2021-04-02,Algeria,2600.036
2021-04-03,Algeria,2600.036
2021-04-04,Algeria,2617.273
2021-04-05,Algeria,2617.273
2021-04-06,Algeria,2617.273
2021-04-07,Algeria,2617.273
2021-04-08,Algeria,2617.273
2021-04-09,Algeria,2617.273
2021-04-10,Algeria,2617.273
2021-04-11,Algeria,2636.292
2021-04-12,Algeria,2636.292
2021-04-13,Algeria,2636.292
2021-04-14,Algeria,2636.292
2021-04-15,Algeria,2636.292
2021-04-16,Algeria,2636.292
2021-04-17,Algeria,2636.292
2021-04-18,Algeria,2660.967
2021-04-19,Algeria,2660.967
2021-04-20,Algeria,2660.967
2021-04-21,Algeria,2660.967
2021-04-22,Algeria,2660.967
2021-04-23,Algeria,2660.967
2021-04-24,Algeria,2660.967
2021-04-25,Algeria,2688.804
2021-04-26,Algeria,2688.804
2021-04-27,Algeria,2688.804
2021-04-28,Algeria,2688.804
2021-04-29,Algeria,2688.804
2021-04-30,Algeria,2688.804
2021-05-01,Algeria,2688.804
2021-05-02,Algeria,2723.88
2021-05-03,Algeria,2723.88
2021-05-04,Algeria,2723.88
2021-05-05,Algeria,2723.88
2021-05-06,Algeria,2723.88
2021-05-07,Algeria,2723.88
2021-05-08,Algeria,2723.88
2021-05-09,Algeria,2759.267
2021-05-10,Algeria,2759.267
2021-05-11,Algeria,2759.267
2021-05-12,Algeria,2759.267
2021-05-13,Algeria,2759.267
2021-05-14,Algeria,2759.267
2021-05-15,Algeria,2759.267
2021-05-16,Algeria,2788.085
2021-05-17,Algeria,2788.085
2021-05-18,Algeria,2788.085
2021-05-19,Algeria,2788.085
2021-05-20,Algeria,2788.085
2021-05-21,Algeria,2788.085
2021-05-22,Algeria,2788.085
2021-05-23,Algeria,2820.532
2021-05-24,Algeria,2820.532
2021-05-25,Algeria,2820.532
2021-05-26,Algeria,2820.532
2021-05-27,Algeria,2820.532
2021-05-28,Algeria,2820.532
2021-05-29,Algeria,2820.532
2021-05-30,Algeria,2860.73
2021-05-31,Algeria,2860.73
2021-06-01,Algeria,2860.73
2021-06-02,Algeria,2860.73
2021-06-03,Algeria,2860.73
2021-06-04,Algeria,2860.73
2021-06-05,Algeria,2860.73
2021-06-06,Algeria,2910.281
2021-06-07,Algeria,2910.281
2021-06-08,Algeria,2910.281
2021-06-09,Algeria,2910.281
2021-06-10,Algeria,2910.281
2021-06-11,Algeria,2910.281
2021-06-12,Algeria,2910.281
2021-06-13,Algeria,2963.484
2021-06-14,Algeria,2963.484
2021-06-15,Algeria,2963.484
2021-06-16,Algeria,2963.484
2021-06-17,Algeria,2963.484
2021-06-18,Algeria,2963.484
2021-06-19,Algeria,2963.484
2021-06-20,Algeria,3019.516
2021-06-21,Algeria,3019.516
2021-06-22,Algeria,3019.516
2021-06-23,Algeria,3019.516
2021-06-24,Algeria,3019.516
2021-06-25,Algeria,3019.516
2021-06-26,Algeria,3019.516
2021-06-27,Algeria,3075.792
2021-06-28,Algeria,3075.792
2021-06-29,Algeria,3075.792
2021-06-30,Algeria,3075.792
2021-07-01,Algeria,3075.792
2021-07-02,Algeria,3075.792
2021-07-03,Algeria,3075.792
2021-07-04,Algeria,3140.242
2021-07-05,Algeria,3140.242
2021-07-06,Algeria,3140.242
2021-07-07,Algeria,3140.242
2021-07-08,Algeria,3140.242
2021-07-09,Algeria,3140.242
2021-07-10,Algeria,3140.242
2021-07-11,Algeria,3235.758
2021-07-12,Algeria,3235.758
2021-07-13,Algeria,3235.758
2021-07-14,Algeria,3235.758
2021-07-15,Algeria,3235.758
2021-07-16,Algeria,3235.758
2021-07-17,Algeria,3235.758
2021-07-18,Algeria,3389.734
2021-07-19,Algeria,3389.734
2021-07-20,Algeria,3389.734
2021-07-21,Algeria,3389.734
2021-07-22,Algeria,3389.734
2021-07-23,Algeria,3389.734
2021-07-24,Algeria,3389.734
2021-07-25,Algeria,3582.549
2021-07-26,Algeria,3582.549
2021-07-27,Algeria,3582.549
2021-07-28,Algeria,3582.549
2021-07-29,Algeria,3582.549
2021-07-30,Algeria,3582.549
2021-07-31,Algeria,3582.549
2021-08-01,Algeria,3816.919
2021-08-02,Algeria,3816.919
2021-08-03,Algeria,3816.919
2021-08-04,Algeria,3816.919
2021-08-05,Algeria,3816.919
2021-08-06,Algeria,3816.919
2021-08-07,Algeria,3816.919
2021-08-08,Algeria,4016.549
2021-08-09,Algeria,4016.549
2021-08-10,Algeria,4016.549
2021-08-11,Algeria,4016.549
2021-08-12,Algeria,4016.549
2021-08-13,Algeria,4016.549
2021-08-14,Algeria,4016.549
2021-08-15,Algeria,4156.828
2021-08-16,Algeria,4156.828
2021-08-17,Algeria,4156.828
2021-08-18,Algeria,4156.828
2021-08-19,Algeria,4156.828
2021-08-20,Algeria,4156.828
2021-08-21,Algeria,4156.828
2021-08-22,Algeria,4257.4
2021-08-23,Algeria,4257.4
2021-08-24,Algeria,4257.4
2021-08-25,Algeria,4257.4
2021-08-26,Algeria,4257.4
2021-08-27,Algeria,4257.4
2021-08-28,Algeria,4257.4
2021-08-29,Algeria,4335.345
2021-08-30,Algeria,4335.345
2021-08-31,Algeria,4335.345
2021-09-01,Algeria,4335.345
2021-09-02,Algeria,4335.345
2021-09-03,Algeria,4335.345
2021-09-04,Algeria,4335.345
2021-09-05,Algeria,4401.888
2021-09-06,Algeria,4401.888
2021-09-07,Algeria,4401.888
2021-09-08,Algeria,4401.888
2021-09-09,Algeria,4401.888
2021-09-10,Algeria,4401.888
2021-09-11,Algeria,4401.888
2021-09-12,Algeria,4450.059
2021-09-13,Algeria,4450.059
2021-09-14,Algeria,4450.059
2021-09-15,Algeria,4450.059
2021-09-16,Algeria,4450.059
2021-09-17,Algeria,4450.059
2021-09-18,Algeria,4450.059
2021-09-19,Algeria,4481.281
2021-09-20,Algeria,4481.281
2021-09-21,Algeria,4481.281
2021-09-22,Algeria,4481.281
2021-09-23,Algeria,4481.281
2021-09-24,Algeria,4481.281
2021-09-25,Algeria,4481.281
2021-09-26,Algeria,4511.346
2021-09-27,Algeria,4511.346
2021-09-28,Algeria,4511.346
2021-09-29,Algeria,4511.346
2021-09-30,Algeria,4511.346
2021-10-01,Algeria,4511.346
2021-10-02,Algeria,4511.346
2021-10-03,Algeria,4535.465
2021-10-04,Algeria,4535.465
2021-10-05,Algeria,4535.465
2021-10-06,Algeria,4535.465
2021-10-07,Algeria,4535.465
2021-10-08,Algeria,4535.465
2021-10-09,Algeria,4535.465
2021-10-10,Algeria,4554.016
2021-10-11,Algeria,4554.016
2021-10-12,Algeria,4554.016
2021-10-13,Algeria,4554.016
2021-10-14,Algeria,4554.016
2021-10-15,Algeria,4554.016
2021-10-16,Algeria,4554.016
2021-10-17,Algeria,4569.805
2021-10-18,Algeria,4569.805
2021-10-19,Algeria,4569.805
2021-10-20,Algeria,4569.805
2021-10-21,Algeria,4569.805
2021-10-22,Algeria,4569.805
2021-10-23,Algeria,4569.805
2021-10-24,Algeria,4582.076
2021-10-25,Algeria,4582.076
2021-10-26,Algeria,4582.076
2021-10-27,Algeria,4582.076
2021-10-28,Algeria,4582.076
2021-10-29,Algeria,4582.076
2021-10-30,Algeria,4582.076
2021-10-31,Algeria,4595.616
2021-11-01,Algeria,4595.616
2021-11-02,Algeria,4595.616
2021-11-03,Algeria,4595.616
2021-11-04,Algeria,4595.616
2021-11-05,Algeria,4595.616
2021-11-06,Algeria,4595.616
2021-11-07,Algeria,4611.673
2021-11-08,Algeria,4611.673
2021-11-09,Algeria,4611.673
2021-11-10,Algeria,4611.673
2021-11-11,Algeria,4611.673
2021-11-12,Algeria,4611.673
2021-11-13,Algeria,4611.673
2021-11-14,Algeria,4629.355
2021-11-15,Algeria,4629.355
2021-11-16,Algeria,4629.355
2021-11-17,Algeria,4629.355
2021-11-18,Algeria,4629.355
2021-11-19,Algeria,4629.355
2021-11-20,Algeria,4629.355
2021-11-21,Algeria,4650.868
2021-11-22,Algeria,4650.868
2021-11-23,Algeria,4650.868
2021-11-24,Algeria,4650.868
2021-11-25,Algeria,4650.868
2021-11-26,Algeria,4650.868
2021-11-27,Algeria,4650.868
2021-11-28,Algeria,4676.279
2021-11-29,Algeria,4676.279
2021-11-30,Algeria,4676.279
2021-12-01,Algeria,4676.279
2021-12-02,Algeria,4676.279
2021-12-03,Algeria,4676.279
2021-12-04,Algeria,4676.279
2021-12-05,Algeria,4705.608
2021-12-06,Algeria,4705.608
2021-12-07,Algeria,4705.608
2021-12-08,Algeria,4705.608
2021-12-09,Algeria,4705.608
2021-12-10,Algeria,4705.608
2021-12-11,Algeria,4705.608
2021-12-12,Algeria,4735.784
2021-12-13,Algeria,4735.784
2021-12-14,Algeria,4735.784
2021-12-15,Algeria,4735.784
2021-12-16,Algeria,4735.784
2021-12-17,Algeria,4735.784
2021-12-18,Algeria,4735.784
2021-12-19,Algeria,4773.154
2021-12-20,Algeria,4773.154
2021-12-21,Algeria,4773.154
2021-12-22,Algeria,4773.154
2021-12-23,Algeria,4773.154
2021-12-24,Algeria,4773.154
2021-12-25,Algeria,4773.154
2021-12-26,Algeria,4818.718
2021-12-27,Algeria,4818.718
2021-12-28,Algeria,4818.718
2021-12-29,Algeria,4818.718
2021-12-30,Algeria,4818.718
2021-12-31,Algeria,4818.718
2022-01-01,Algeria,4818.718
2022-01-02,Algeria,4873.102
2022-01-03,Algeria,4873.102
2022-01-04,Algeria,4873.102
2022-01-05,Algeria,4873.102
2022-01-06,Algeria,4873.102
2022-01-07,Algeria,4873.102
2022-01-08,Algeria,4873.102
2022-01-09,Algeria,4938.22
2022-01-10,Algeria,4938.22
2022-01-11,Algeria,4938.22
2022-01-12,Algeria,4938.22
2022-01-13,Algeria,4938.22
2022-01-14,Algeria,4938.22
2022-01-15,Algeria,4938.22
2022-01-16,Algeria,5021.554
2022-01-17,Algeria,5021.554
2022-01-18,Algeria,5021.554
2022-01-19,Algeria,5021.554
2022-01-20,Algeria,5021.554
2022-01-21,Algeria,5021.554
2022-01-22,Algeria,5021.554
2022-01-23,Algeria,5223.143
2022-01-24,Algeria,5223.143
2022-01-25,Algeria,5223.143
2022-01-26,Algeria,5223.143
2022-01-27,Algeria,5223.143
2022-01-28,Algeria,5223.143
2022-01-29,Algeria,5223.143
2022-01-30,Algeria,5552.162
2022-01-31,Algeria,5552.162
2022-02-01,Algeria,5552.162
2022-02-02,Algeria,5552.162
2022-02-03,Algeria,5552.162
2022-02-04,Algeria,5552.162
2022-02-05,Algeria,5552.162
2022-02-06,Algeria,5736.737
2022-02-07,Algeria,5736.737
2022-02-08,Algeria,5736.737
2022-02-09,Algeria,5736.737
2022-02-10,Algeria,5736.737
2022-02-11,Algeria,5736.737
2022-02-12,Algeria,5736.737
2022-02-13,Algeria,5817.533
2022-02-14,Algeria,5817.533
2022-02-15,Algeria,5817.533
2022-02-16,Algeria,5817.533
2022-02-17,Algeria,5817.533
2022-02-18,Algeria,5817.533
2022-02-19,Algeria,5817.533
2022-02-20,Algeria,5877.885
2022-02-21,Algeria,5877.885
2022-02-22,Algeria,5877.885
2022-02-23,Algeria,5877.885
2022-02-24,Algeria,5877.885
2022-02-25,Algeria,5877.885
2022-02-26,Algeria,5877.885
2022-02-27,Algeria,5896.636
2022-02-28,Algeria,5896.636
2022-03-01,Algeria,5896.636
2022-03-02,Algeria,5896.636
2022-03-03,Algeria,5896.636
2022-03-04,Algeria,5896.636
2022-03-05,Algeria,5896.636
2022-03-06,Algeria,5906.635
2022-03-07,Algeria,5906.635
2022-03-08,Algeria,5906.635
2022-03-09,Algeria,5906.635
2022-03-10,Algeria,5906.635
2022-03-11,Algeria,5906.635
2022-03-12,Algeria,5906.635
2022-03-13,Algeria,5910.711
2022-03-14,Algeria,5910.711
2022-03-15,Algeria,5910.711
2022-03-16,Algeria,5910.711
2022-03-17,Algeria,5910.711
2022-03-18,Algeria,5910.711
2022-03-19,Algeria,5910.711
2022-03-20,Algeria,5913.584
2022-03-21,Algeria,5913.584
2022-03-22,Algeria,5913.584
2022-03-23,Algeria,5913.584
2022-03-24,Algeria,5913.584
2022-03-25,Algeria,5913.584
2022-03-26,Algeria,5913.584
2022-03-27,Algeria,5915.41
2022-03-28,Algeria,5915.41
2022-03-29,Algeria,5915.41
2022-03-30,Algeria,5915.41
2022-03-31,Algeria,5915.41
2022-04-01,Algeria,5915.41
2022-04-02,Algeria,5915.41
2022-04-03,Algeria,5916.813
2022-04-04,Algeria,5916.813
2022-04-05,Algeria,5916.813
2022-04-06,Algeria,5916.813
2022-04-07,Algeria,5916.813
2022-04-08,Algeria,5916.813
2022-04-09,Algeria,5916.813
2022-04-10,Algeria,5917.615
2022-04-11,Algeria,5917.615
2022-04-12,Algeria,5917.615
2022-04-13,Algeria,5917.615
2022-04-14,Algeria,5917.615
2022-04-15,Algeria,5917.615
2022-04-16,Algeria,5917.615
2022-04-17,Algeria,5918.038
2022-04-18,Algeria,5918.038
2022-04-19,Algeria,5918.038
2022-04-20,Algeria,5918.038
2022-04-21,Algeria,5918.038
2022-04-22,Algeria,5918.038
2022-04-23,Algeria,5918.038
2022-04-24,Algeria,5918.528
2022-04-25,Algeria,5918.528
2022-04-26,Algeria,5918.528
2022-04-27,Algeria,5918.528
2022-04-28,Algeria,5918.528
2022-04-29,Algeria,5918.528
2022-04-30,Algeria,5918.528
2022-05-01,Algeria,5918.951
2022-05-02,Algeria,5918.951
2022-05-03,Algeria,5918.951
2022-05-04,Algeria,5918.951
2022-05-05,Algeria,5918.951
2022-05-06,Algeria,5918.951
2022-05-07,Algeria,5918.951
2022-05-08,Algeria,5919.263
2022-05-09,Algeria,5919.263
2022-05-10,Algeria,5919.263
2022-05-11,Algeria,5919.263
2022-05-12,Algeria,5919.263
2022-05-13,Algeria,5919.263
2022-05-14,Algeria,5919.263
2022-05-15,Algeria,5919.753
2022-05-16,Algeria,5919.753
2022-05-17,Algeria,5919.753
2022-05-18,Algeria,5919.753
2022-05-19,Algeria,5919.753
2022-05-20,Algeria,5919.753
2022-05-21,Algeria,5919.753
2022-05-22,Algeria,5920.532
2022-05-23,Algeria,5920.532
2022-05-24,Algeria,5920.532
2022-05-25,Algeria,5920.532
2022-05-26,Algeria,5920.532
2022-05-27,Algeria,5920.532
2022-05-28,Algeria,5920.532
2022-05-29,Algeria,5921.022
2022-05-30,Algeria,5921.022
2022-05-31,Algeria,5921.022
2022-06-01,Algeria,5921.022
2022-06-02,Algeria,5921.022
2022-06-03,Algeria,5921.022
2022-06-04,Algeria,5921.022
2022-06-05,Algeria,5921.534
2022-06-06,Algeria,5921.534
2022-06-07,Algeria,5921.534
2022-06-08,Algeria,5921.534
2022-06-09,Algeria,5921.534
2022-06-10,Algeria,5921.534
2022-06-11,Algeria,5921.534
2022-06-12,Algeria,5922.18
2022-06-13,Algeria,5922.18
2022-06-14,Algeria,5922.18
2022-06-15,Algeria,5922.18
2022-06-16,Algeria,5922.18
2022-06-17,Algeria,5922.18
2022-06-18,Algeria,5922.18
2022-06-19,Algeria,5923.204
2022-06-20,Algeria,5923.204
2022-06-21,Algeria,5923.204
2022-06-22,Algeria,5923.204
2022-06-23,Algeria,5923.204
2022-06-24,Algeria,5923.204
2022-06-25,Algeria,5923.204
2022-06-26,Algeria,5924.518
2022-06-27,Algeria,5924.518
2022-06-28,Algeria,5924.518
2022-06-29,Algeria,5924.518
2022-06-30,Algeria,5924.518
2022-07-01,Algeria,5924.518
2022-07-02,Algeria,5924.518
2022-07-03,Algeria,5926.411
2022-07-04,Algeria,5926.411
2022-07-05,Algeria,5926.411
2022-07-06,Algeria,5926.411
2022-07-07,Algeria,5926.411
2022-07-08,Algeria,5926.411
2022-07-09,Algeria,5926.411
2022-07-10,Algeria,5929.329
2022-07-11,Algeria,5929.329
2022-07-12,Algeria,5929.329
2022-07-13,Algeria,5929.329
2022-07-14,Algeria,5929.329
2022-07-15,Algeria,5929.329
2022-07-16,Algeria,5929.329
2022-07-17,Algeria,5933.293
2022-07-18,Algeria,5933.293
2022-07-19,Algeria,5933.293
2022-07-20,Algeria,5933.293
2022-07-21,Algeria,5933.293
2022-07-22,Algeria,5933.293
2022-07-23,Algeria,5933.293
2022-07-24,Algeria,5941.043
2022-07-25,Algeria,5941.043
2022-07-26,Algeria,5941.043
2022-07-27,Algeria,5941.043
2022-07-28,Algeria,5941.043
2022-07-29,Algeria,5941.043
2022-07-30,Algeria,5941.043
2022-07-31,Algeria,5954.449
2022-08-01,Algeria,5954.449
2022-08-02,Algeria,5954.449
2022-08-03,Algeria,5954.449
2022-08-04,Algeria,5954.449
2022-08-05,Algeria,5954.449
2022-08-06,Algeria,5954.449
2022-08-07,Algeria,5971.531
2022-08-08,Algeria,5971.531
2022-08-09,Algeria,5971.531
2022-08-10,Algeria,5971.531
2022-08-11,Algeria,5971.531
2022-08-12,Algeria,5971.531
2022-08-13,Algeria,5971.531
2022-08-14,Algeria,5990.839
2022-08-15,Algeria,5990.839
2022-08-16,Algeria,5990.839
2022-08-17,Algeria,5990.839
2022-08-18,Algeria,5990.839
2022-08-19,Algeria,5990.839
2022-08-20,Algeria,5990.839
2022-08-21,Algeria,6006.94
2022-08-22,Algeria,6006.94
2022-08-23,Algeria,6006.94
2022-08-24,Algeria,6006.94
2022-08-25,Algeria,6006.94
2022-08-26,Algeria,6006.94
2022-08-27,Algeria,6006.94
2022-08-28,Algeria,6016.828
2022-08-29,Algeria,6016.828
2022-08-30,Algeria,6016.828
2022-08-31,Algeria,6016.828
2022-09-01,Algeria,6016.828
2022-09-02,Algeria,6016.828
2022-09-03,Algeria,6016.828
2022-09-04,Algeria,6022.418
2022-09-05,Algeria,6022.418
2022-09-06,Algeria,6022.418
2022-09-07,Algeria,6022.418
2022-09-08,Algeria,6022.418
2022-09-09,Algeria,6022.418
2022-09-10,Algeria,6022.418
2022-09-11,Algeria,6024.778
2022-09-12,Algeria,6024.778
2022-09-13,Algeria,6024.778
2022-09-14,Algeria,6024.778
2022-09-15,Algeria,6024.778
2022-09-16,Algeria,6024.778
2022-09-17,Algeria,6024.778
2022-09-18,Algeria,6026.426
2022-09-19,Algeria,6026.426
2022-09-20,Algeria,6026.426
2022-09-21,Algeria,6026.426
2022-09-22,Algeria,6026.426
2022-09-23,Algeria,6026.426
2022-09-24,Algeria,6026.426
2022-09-25,Algeria,6027.25
2022-09-26,Algeria,6027.25
2022-09-27,Algeria,6027.25
2022-09-28,Algeria,6027.25
2022-09-29,Algeria,6027.25
2022-09-30,Algeria,6027.25
2022-10-01,Algeria,6027.25
2022-10-02,Algeria,6028.119
2022-10-03,Algeria,6028.119
2022-10-04,Algeria,6028.119
2022-10-05,Algeria,6028.119
2022-10-06,Algeria,6028.119
2022-10-07,Algeria,6028.119
2022-10-08,Algeria,6028.119
2022-10-09,Algeria,6028.676
2022-10-10,Algeria,6028.676
2022-10-11,Algeria,6028.676
2022-10-12,Algeria,6028.676
2022-10-13,Algeria,6028.676
2022-10-14,Algeria,6028.676
2022-10-15,Algeria,6028.676
2022-10-16,Algeria,6029.322
2022-10-17,Algeria,6029.322
2022-10-18,Algeria,6029.322
2022-10-19,Algeria,6029.322
2022-10-20,Algeria,6029.322
2022-10-21,Algeria,6029.322
2022-10-22,Algeria,6029.322
2022-10-23,Algeria,6030.235
2022-10-24,Algeria,6030.235
2022-10-25,Algeria,6030.235
2022-10-26,Algeria,6030.235
2022-10-27,Algeria,6030.235
2022-10-28,Algeria,6030.235
2022-10-29,Algeria,6030.235
2022-10-30,Algeria,6031.549
2022-10-31,Algeria,6031.549
2022-11-01,Algeria,6031.549
2022-11-02,Algeria,6031.549
2022-11-03,Algeria,6031.549
2022-11-04,Algeria,6031.549
2022-11-05,Algeria,6031.549
2022-11-06,Algeria,6031.794
2022-11-07,Algeria,6031.794
2022-11-08,Algeria,6031.794
2022-11-09,Algeria,6031.794
2022-11-10,Algeria,6031.794
2022-11-11,Algeria,6031.794
2022-11-12,Algeria,6031.794
2022-11-13,Algeria,6032.551
2022-11-14,Algeria,6032.551
2022-11-15,Algeria,6032.551
2022-11-16,Algeria,6032.551
2022-11-17,Algeria,6032.551
2022-11-18,Algeria,6032.551
2022-11-19,Algeria,6032.551
2022-11-20,Algeria,6034.132
2022-11-21,Algeria,6034.132
2022-11-22,Algeria,6034.132
2022-11-23,Algeria,6034.132
2022-11-24,Algeria,6034.132
2022-11-25,Algeria,6034.132
2022-11-26,Algeria,6034.132
2022-11-27,Algeria,6036.559
2022-11-28,Algeria,6036.559
2022-11-29,Algeria,6036.559
2022-11-30,Algeria,6036.559
2022-12-01,Algeria,6036.559
2022-12-02,Algeria,6036.559
2022-12-03,Algeria,6036.559
2022-12-04,Algeria,6037.472
2022-12-05,Algeria,6037.472
2022-12-06,Algeria,6037.472
2022-12-07,Algeria,6037.472
2022-12-08,Algeria,6037.472
2022-12-09,Algeria,6037.472
2022-12-10,Algeria,6037.472
2022-12-11,Algeria,6038.452
2022-12-12,Algeria,6038.452
2022-12-13,Algeria,6038.452
2022-12-14,Algeria,6038.452
2022-12-15,Algeria,6038.452
2022-12-16,Algeria,6038.452
2022-12-17,Algeria,6038.452
2022-12-18,Algeria,6038.942
2022-12-19,Algeria,6038.942
2022-12-20,Algeria,6038.942
2022-12-21,Algeria,6038.942
2022-12-22,Algeria,6038.942
2022-12-23,Algeria,6038.942
2022-12-24,Algeria,6038.942
2022-12-25,Algeria,6039.521
2022-12-26,Algeria,6039.521
2022-12-27,Algeria,6039.521
2022-12-28,Algeria,6039.521
2022-12-29,Algeria,6039.521
2022-12-30,Algeria,6039.521
2022-12-31,Algeria,6039.521
2023-01-01,Algeria,6040.033
2023-01-02,Algeria,6040.033
2023-01-03,Algeria,6040.033
2023-01-04,Algeria,6040.033
2023-01-05,Algeria,6040.033
2023-01-06,Algeria,6040.033
2023-01-07,Algeria,6040.033
2023-01-08,Algeria,6040.857
2023-01-09,Algeria,6040.857
2023-01-10,Algeria,6040.857
2023-01-11,Algeria,6040.857
2023-01-12,Algeria,6040.857
2023-01-13,Algeria,6040.857
2023-01-14,Algeria,6040.857
2023-01-15,Algeria,6041.592
2023-01-16,Algeria,6041.592
2023-01-17,Algeria,6041.592
2023-01-18,Algeria,6041.592
2023-01-19,Algeria,6041.592
2023-01-20,Algeria,6041.592
2023-01-21,Algeria,6041.592
2023-01-22,Algeria,6042.505
2023-01-23,Algeria,6042.505
2023-01-24,Algeria,6042.505
2023-01-25,Algeria,6042.505
2023-01-26,Algeria,6042.505
2023-01-27,Algeria,6042.505
2023-01-28,Algeria,6042.505
2023-01-29,Algeria,6043.419
2023-01-30,Algeria,6043.419
2023-01-31,Algeria,6043.419
2023-02-01,Algeria,6043.419
2023-02-02,Algeria,6043.419
2023-02-03,Algeria,6043.419
2023-02-04,Algeria,6043.419
2023-02-05,Algeria,6043.975
2023-02-06,Algeria,6043.975
2023-02-07,Algeria,6043.975
2023-02-08,Algeria,6043.975
2023-02-09,Algeria,6043.975
2023-02-10,Algeria,6043.975
2023-02-11,Algeria,6043.975
2023-02-12,Algeria,6044.309
2023-02-13,Algeria,6044.309
2023-02-14,Algeria,6044.309
2023-02-15,Algeria,6044.309
2023-02-16,Algeria,6044.309
2023-02-17,Algeria,6044.309
2023-02-18,Algeria,6044.309
2023-02-19,Algeria,6044.666
2023-02-20,Algeria,6044.666
2023-02-21,Algeria,6044.666
2023-02-22,Algeria,6044.666
2023-02-23,Algeria,6044.666
2023-02-24,Algeria,6044.666
2023-02-25,Algeria,6044.666
2023-02-26,Algeria,6044.977
2023-02-27,Algeria,6044.977
2023-02-28,Algeria,6044.977
2023-03-01,Algeria,6044.977
2023-03-02,Algeria,6044.977
2023-03-03,Algeria,6044.977
2023-03-04,Algeria,6044.977
2023-03-05,Algeria,6045.646
2023-03-06,Algeria,6045.646
2023-03-07,Algeria,6045.646
2023-03-08,Algeria,6045.646
2023-03-09,Algeria,6045.646
2023-03-10,Algeria,6045.646
2023-03-11,Algeria,6045.646
2023-03-12,Algeria,6046.403
2023-03-13,Algeria,6046.403
2023-03-14,Algeria,6046.403
2023-03-15,Algeria,6046.403
2023-03-16,Algeria,6046.403
2023-03-17,Algeria,6046.403
2023-03-18,Algeria,6046.403
2023-03-19,Algeria,6047.405
2023-03-20,Algeria,6047.405
2023-03-21,Algeria,6047.405
2023-03-22,Algeria,6047.405
2023-03-23,Algeria,6047.405
2023-03-24,Algeria,6047.405
2023-03-25,Algeria,6047.405
2023-03-26,Algeria,6047.85
2023-03-27,Algeria,6047.85
2023-03-28,Algeria,6047.85
2023-03-29,Algeria,6047.85
2023-03-30,Algeria,6047.85
2023-03-31,Algeria,6047.85
2023-04-01,Algeria,6047.85
2023-04-02,Algeria,6048.385
